image_path,dish_name,cuisine,protein,prep_style,notes
images/peking_duck/peking_duck_40636.jpg,peking duck,Chinese,meat,mixed,bootstrapped_from_manifest
images/pork_chop/pork_chop_3728.jpg,pork chop,unknown,meat,mixed,bootstrapped_from_manifest
images/bruschetta/bruschetta_53144.jpg,bruschetta,Italian,mixed,mixed,bootstrapped_from_manifest
images/chocolate_mousse/chocolate_mousse_62047.jpg,chocolate mousse,unknown,mixed,mixed,bootstrapped_from_manifest
images/chicken_quesadilla/chicken_quesadilla_68509.jpg,chicken quesadilla,unknown,meat,mixed,bootstrapped_from_manifest
images/ceviche/ceviche_52318.jpg,ceviche,unknown,mixed,raw-citrus,bootstrapped_from_manifest
images/ravioli/ravioli_48070.jpg,ravioli,Italian,mixed,mixed,bootstrapped_from_manifest
images/eggs_benedict/eggs_benedict_59927.jpg,eggs benedict,unknown,mixed,mixed,bootstrapped_from_manifest
images/beignets/beignets_12044.jpg,beignets,unknown,mixed,mixed,bootstrapped_from_manifest
images/beet_salad/beet_salad_33069.jpg,beet salad,unknown,plant,mixed,bootstrapped_from_manifest
images/grilled_cheese_sandwich/grilled_cheese_sandwich_73161.jpg,grilled cheese sandwich,American,mixed,grilled,bootstrapped_from_manifest
images/ramen/ramen_10099.jpg,ramen,Japanese,mixed,stewed,bootstrapped_from_manifest
images/french_fries/french_fries_53902.jpg,french fries,American,mixed,fried,bootstrapped_from_manifest
images/guacamole/guacamole_41967.jpg,guacamole,Mexican,mixed,mixed,bootstrapped_from_manifest
images/cup_cakes/cup_cakes_60076.jpg,cup cakes,unknown,mixed,baked,bootstrapped_from_manifest
images/croque_madame/croque_madame_44218.jpg,croque madame,French,mixed,mixed,bootstrapped_from_manifest
images/bibimbap/bibimbap_11840.jpg,bibimbap,Korean,mixed,mixed,bootstrapped_from_manifest
images/tuna_tartare/tuna_tartare_57037.jpg,tuna tartare,unknown,mixed,raw-citrus,bootstrapped_from_manifest
images/donuts/donuts_47114.jpg,donuts,unknown,mixed,mixed,bootstrapped_from_manifest
images/spaghetti_bolognese/spaghetti_bolognese_27211.jpg,spaghetti bolognese,Italian,mixed,mixed,bootstrapped_from_manifest
images/poutine/poutine_9154.jpg,poutine,unknown,mixed,mixed,bootstrapped_from_manifest
images/chocolate_cake/chocolate_cake_25748.jpg,chocolate cake,unknown,mixed,baked,bootstrapped_from_manifest
images/spaghetti_bolognese/spaghetti_bolognese_27356.jpg,spaghetti bolognese,Italian,mixed,mixed,bootstrapped_from_manifest
images/pulled_pork_sandwich/pulled_pork_sandwich_11010.jpg,pulled pork sandwich,American,meat,mixed,bootstrapped_from_manifest
images/fried_rice/fried_rice_46258.jpg,fried rice,Chinese,mixed,fried,bootstrapped_from_manifest
images/churros/churros_209.jpg,churros,Mexican,mixed,baked,bootstrapped_from_manifest
images/mussels/mussels_27916.jpg,mussels,unknown,mixed,mixed,bootstrapped_from_manifest
images/clam_chowder/clam_chowder_43283.jpg,clam chowder,unknown,mixed,mixed,bootstrapped_from_manifest
images/scallops/scallops_29043.jpg,scallops,unknown,mixed,mixed,bootstrapped_from_manifest
images/onion_rings/onion_rings_33865.jpg,onion rings,unknown,mixed,mixed,bootstrapped_from_manifest
images/takoyaki/takoyaki_60780.jpg,takoyaki,Japanese,mixed,mixed,bootstrapped_from_manifest
images/beef_carpaccio/beef_carpaccio_45074.jpg,beef carpaccio,unknown,meat,raw-citrus,bootstrapped_from_manifest
images/tacos/tacos_7773.jpg,tacos,Mexican,mixed,mixed,bootstrapped_from_manifest
images/beef_carpaccio/beef_carpaccio_45749.jpg,beef carpaccio,unknown,meat,raw-citrus,bootstrapped_from_manifest
images/lobster_bisque/lobster_bisque_51635.jpg,lobster bisque,unknown,mixed,mixed,bootstrapped_from_manifest
images/cup_cakes/cup_cakes_60423.jpg,cup cakes,unknown,mixed,baked,bootstrapped_from_manifest
images/peking_duck/peking_duck_41008.jpg,peking duck,Chinese,meat,mixed,bootstrapped_from_manifest
images/lobster_bisque/lobster_bisque_51248.jpg,lobster bisque,unknown,mixed,mixed,bootstrapped_from_manifest
images/french_onion_soup/french_onion_soup_44803.jpg,french onion soup,unknown,mixed,stewed,bootstrapped_from_manifest
images/spaghetti_carbonara/spaghetti_carbonara_49716.jpg,spaghetti carbonara,unknown,mixed,mixed,bootstrapped_from_manifest
images/baby_back_ribs/baby_back_ribs_16563.jpg,baby back ribs,unknown,mixed,mixed,bootstrapped_from_manifest
images/strawberry_shortcake/strawberry_shortcake_42504.jpg,strawberry shortcake,unknown,mixed,baked,bootstrapped_from_manifest
images/beet_salad/beet_salad_33215.jpg,beet salad,unknown,plant,mixed,bootstrapped_from_manifest
images/seaweed_salad/seaweed_salad_65962.jpg,seaweed salad,unknown,plant,mixed,bootstrapped_from_manifest
images/prime_rib/prime_rib_70350.jpg,prime rib,unknown,mixed,roasted,bootstrapped_from_manifest
images/red_velvet_cake/red_velvet_cake_34741.jpg,red velvet cake,unknown,mixed,baked,bootstrapped_from_manifest
images/clam_chowder/clam_chowder_43141.jpg,clam chowder,unknown,mixed,mixed,bootstrapped_from_manifest
images/gyoza/gyoza_47817.jpg,gyoza,Japanese,mixed,mixed,bootstrapped_from_manifest
images/crab_cakes/crab_cakes_14180.jpg,crab cakes,unknown,mixed,baked,bootstrapped_from_manifest
images/filet_mignon/filet_mignon_54803.jpg,filet mignon,unknown,mixed,mixed,bootstrapped_from_manifest
images/spaghetti_carbonara/spaghetti_carbonara_50234.jpg,spaghetti carbonara,unknown,mixed,mixed,bootstrapped_from_manifest
images/steak/steak_15908.jpg,steak,unknown,mixed,mixed,bootstrapped_from_manifest
images/edamame/edamame_30015.jpg,edamame,unknown,mixed,mixed,bootstrapped_from_manifest
images/seaweed_salad/seaweed_salad_65374.jpg,seaweed salad,unknown,plant,mixed,bootstrapped_from_manifest
images/baby_back_ribs/baby_back_ribs_17067.jpg,baby back ribs,unknown,mixed,mixed,bootstrapped_from_manifest
images/chicken_quesadilla/chicken_quesadilla_68799.jpg,chicken quesadilla,unknown,meat,mixed,bootstrapped_from_manifest
images/chicken_quesadilla/chicken_quesadilla_68282.jpg,chicken quesadilla,unknown,meat,mixed,bootstrapped_from_manifest
images/hot_dog/hot_dog_63567.jpg,hot dog,American,mixed,mixed,bootstrapped_from_manifest
images/pancakes/pancakes_32125.jpg,pancakes,American,mixed,baked,bootstrapped_from_manifest
images/takoyaki/takoyaki_61059.jpg,takoyaki,Japanese,mixed,mixed,bootstrapped_from_manifest
images/pho/pho_69044.jpg,pho,Vietnamese,mixed,stewed,bootstrapped_from_manifest
images/steak/steak_16348.jpg,steak,unknown,mixed,mixed,bootstrapped_from_manifest
images/chocolate_cake/chocolate_cake_25809.jpg,chocolate cake,unknown,mixed,baked,bootstrapped_from_manifest
images/deviled_eggs/deviled_eggs_37347.jpg,deviled eggs,unknown,mixed,mixed,bootstrapped_from_manifest
images/sashimi/sashimi_2599.jpg,sashimi,unknown,mixed,mixed,bootstrapped_from_manifest
images/hummus/hummus_38904.jpg,hummus,Mediterranean,plant,mixed,bootstrapped_from_manifest
images/french_toast/french_toast_50563.jpg,french toast,unknown,mixed,mixed,bootstrapped_from_manifest
images/shrimp_and_grits/shrimp_and_grits_54529.jpg,shrimp and grits,unknown,seafood,mixed,bootstrapped_from_manifest
images/peking_duck/peking_duck_40522.jpg,peking duck,Chinese,meat,mixed,bootstrapped_from_manifest
images/greek_salad/greek_salad_6297.jpg,greek salad,Mediterranean,plant,mixed,bootstrapped_from_manifest
images/risotto/risotto_14933.jpg,risotto,Italian,mixed,simmered,bootstrapped_from_manifest
images/nachos/nachos_74540.jpg,nachos,Mexican,mixed,mixed,bootstrapped_from_manifest
images/falafel/falafel_20447.jpg,falafel,Mediterranean,plant,mixed,bootstrapped_from_manifest
images/donuts/donuts_46574.jpg,donuts,unknown,mixed,mixed,bootstrapped_from_manifest
images/macarons/macarons_63751.jpg,macarons,unknown,mixed,mixed,bootstrapped_from_manifest
images/dumplings/dumplings_56622.jpg,dumplings,Chinese,mixed,mixed,bootstrapped_from_manifest
images/deviled_eggs/deviled_eggs_36789.jpg,deviled eggs,unknown,mixed,mixed,bootstrapped_from_manifest
images/hummus/hummus_38547.jpg,hummus,Mediterranean,plant,mixed,bootstrapped_from_manifest
images/chicken_wings/chicken_wings_22490.jpg,chicken wings,unknown,meat,mixed,bootstrapped_from_manifest
images/tiramisu/tiramisu_26516.jpg,tiramisu,Italian,mixed,baked,bootstrapped_from_manifest
images/cup_cakes/cup_cakes_60360.jpg,cup cakes,unknown,mixed,baked,bootstrapped_from_manifest
images/falafel/falafel_20501.jpg,falafel,Mediterranean,plant,mixed,bootstrapped_from_manifest
images/chicken_curry/chicken_curry_36666.jpg,chicken curry,Indian,meat,stewed,bootstrapped_from_manifest
images/omelette/omelette_72414.jpg,omelette,unknown,mixed,mixed,bootstrapped_from_manifest
images/steak/steak_16406.jpg,steak,unknown,mixed,mixed,bootstrapped_from_manifest
images/gyoza/gyoza_47823.jpg,gyoza,Japanese,mixed,mixed,bootstrapped_from_manifest
images/eggs_benedict/eggs_benedict_59370.jpg,eggs benedict,unknown,mixed,mixed,bootstrapped_from_manifest
images/pork_chop/pork_chop_3117.jpg,pork chop,unknown,meat,mixed,bootstrapped_from_manifest
images/lobster_roll_sandwich/lobster_roll_sandwich_74147.jpg,lobster roll sandwich,unknown,mixed,mixed,bootstrapped_from_manifest
images/beef_carpaccio/beef_carpaccio_45425.jpg,beef carpaccio,unknown,meat,raw-citrus,bootstrapped_from_manifest
images/donuts/donuts_47159.jpg,donuts,unknown,mixed,mixed,bootstrapped_from_manifest
images/beignets/beignets_12583.jpg,beignets,unknown,mixed,mixed,bootstrapped_from_manifest
images/macaroni_and_cheese/macaroni_and_cheese_31379.jpg,macaroni and cheese,American,mixed,simmered,bootstrapped_from_manifest
images/fried_calamari/fried_calamari_49092.jpg,fried calamari,unknown,mixed,fried,bootstrapped_from_manifest
images/cannoli/cannoli_66542.jpg,cannoli,unknown,mixed,mixed,bootstrapped_from_manifest
images/poutine/poutine_9231.jpg,poutine,unknown,mixed,mixed,bootstrapped_from_manifest
images/apple_pie/apple_pie_13430.jpg,apple pie,unknown,mixed,baked,bootstrapped_from_manifest
images/sushi/sushi_57934.jpg,sushi,Japanese,seafood,raw-citrus,bootstrapped_from_manifest
images/fried_calamari/fried_calamari_49337.jpg,fried calamari,unknown,mixed,fried,bootstrapped_from_manifest
images/takoyaki/takoyaki_60981.jpg,takoyaki,Japanese,mixed,mixed,bootstrapped_from_manifest
images/beef_tartare/beef_tartare_5908.jpg,beef tartare,French,meat,raw-citrus,bootstrapped_from_manifest
images/panna_cotta/panna_cotta_4681.jpg,panna cotta,Italian,mixed,baked,bootstrapped_from_manifest
images/carrot_cake/carrot_cake_20183.jpg,carrot cake,unknown,mixed,baked,bootstrapped_from_manifest
images/bruschetta/bruschetta_52841.jpg,bruschetta,Italian,mixed,mixed,bootstrapped_from_manifest
images/samosa/samosa_1567.jpg,samosa,Indian,mixed,fried,bootstrapped_from_manifest
images/poutine/poutine_9723.jpg,poutine,unknown,mixed,mixed,bootstrapped_from_manifest
images/hot_and_sour_soup/hot_and_sour_soup_1024.jpg,hot and sour soup,unknown,mixed,stewed,bootstrapped_from_manifest
images/lasagna/lasagna_40058.jpg,lasagna,Italian,mixed,simmered,bootstrapped_from_manifest
images/caprese_salad/caprese_salad_23907.jpg,caprese salad,Italian,plant,mixed,bootstrapped_from_manifest
images/breakfast_burrito/breakfast_burrito_62663.jpg,breakfast burrito,unknown,mixed,mixed,bootstrapped_from_manifest
images/beignets/beignets_12370.jpg,beignets,unknown,mixed,mixed,bootstrapped_from_manifest
images/scallops/scallops_28836.jpg,scallops,unknown,mixed,mixed,bootstrapped_from_manifest
images/spring_rolls/spring_rolls_3789.jpg,spring rolls,Thai,mixed,fried,bootstrapped_from_manifest
images/french_fries/french_fries_53772.jpg,french fries,American,mixed,fried,bootstrapped_from_manifest
images/bibimbap/bibimbap_11354.jpg,bibimbap,Korean,mixed,mixed,bootstrapped_from_manifest
images/chocolate_cake/chocolate_cake_25865.jpg,chocolate cake,unknown,mixed,baked,bootstrapped_from_manifest
images/cup_cakes/cup_cakes_60650.jpg,cup cakes,unknown,mixed,baked,bootstrapped_from_manifest
images/pizza/pizza_67956.jpg,pizza,Italian,mixed,mixed,bootstrapped_from_manifest
images/escargots/escargots_24931.jpg,escargots,French,mixed,mixed,bootstrapped_from_manifest
images/falafel/falafel_20254.jpg,falafel,Mediterranean,plant,mixed,bootstrapped_from_manifest
images/grilled_cheese_sandwich/grilled_cheese_sandwich_73493.jpg,grilled cheese sandwich,American,mixed,grilled,bootstrapped_from_manifest
images/chocolate_cake/chocolate_cake_25876.jpg,chocolate cake,unknown,mixed,baked,bootstrapped_from_manifest
images/french_fries/french_fries_53911.jpg,french fries,American,mixed,fried,bootstrapped_from_manifest
images/falafel/falafel_20814.jpg,falafel,Mediterranean,plant,mixed,bootstrapped_from_manifest
images/spring_rolls/spring_rolls_3768.jpg,spring rolls,Thai,mixed,fried,bootstrapped_from_manifest
images/miso_soup/miso_soup_17798.jpg,miso soup,Japanese,mixed,stewed,bootstrapped_from_manifest
images/onion_rings/onion_rings_34258.jpg,onion rings,unknown,mixed,mixed,bootstrapped_from_manifest
images/carrot_cake/carrot_cake_19940.jpg,carrot cake,unknown,mixed,baked,bootstrapped_from_manifest
images/beef_tartare/beef_tartare_5435.jpg,beef tartare,French,meat,raw-citrus,bootstrapped_from_manifest
images/lobster_bisque/lobster_bisque_51176.jpg,lobster bisque,unknown,mixed,mixed,bootstrapped_from_manifest
images/greek_salad/greek_salad_6269.jpg,greek salad,Mediterranean,plant,mixed,bootstrapped_from_manifest
images/hummus/hummus_38973.jpg,hummus,Mediterranean,plant,mixed,bootstrapped_from_manifest
images/edamame/edamame_30331.jpg,edamame,unknown,mixed,mixed,bootstrapped_from_manifest
images/onion_rings/onion_rings_33860.jpg,onion rings,unknown,mixed,mixed,bootstrapped_from_manifest
images/cheesecake/cheesecake_70996.jpg,cheesecake,unknown,mixed,baked,bootstrapped_from_manifest
images/samosa/samosa_1793.jpg,samosa,Indian,mixed,fried,bootstrapped_from_manifest
images/grilled_cheese_sandwich/grilled_cheese_sandwich_72954.jpg,grilled cheese sandwich,American,mixed,grilled,bootstrapped_from_manifest
images/spring_rolls/spring_rolls_4114.jpg,spring rolls,Thai,mixed,fried,bootstrapped_from_manifest
images/ice_cream/ice_cream_71294.jpg,ice cream,unknown,mixed,mixed,bootstrapped_from_manifest
images/dumplings/dumplings_56535.jpg,dumplings,Chinese,mixed,mixed,bootstrapped_from_manifest
images/fried_rice/fried_rice_46080.jpg,fried rice,Chinese,mixed,fried,bootstrapped_from_manifest
images/prime_rib/prime_rib_70047.jpg,prime rib,unknown,mixed,roasted,bootstrapped_from_manifest
images/lasagna/lasagna_40073.jpg,lasagna,Italian,mixed,simmered,bootstrapped_from_manifest
images/falafel/falafel_20322.jpg,falafel,Mediterranean,plant,mixed,bootstrapped_from_manifest
images/dumplings/dumplings_56599.jpg,dumplings,Chinese,mixed,mixed,bootstrapped_from_manifest
images/foie_gras/foie_gras_7348.jpg,foie gras,French,mixed,mixed,bootstrapped_from_manifest
images/lobster_bisque/lobster_bisque_51281.jpg,lobster bisque,unknown,mixed,mixed,bootstrapped_from_manifest
images/cannoli/cannoli_66615.jpg,cannoli,unknown,mixed,mixed,bootstrapped_from_manifest
images/samosa/samosa_2200.jpg,samosa,Indian,mixed,fried,bootstrapped_from_manifest
images/churros/churros_270.jpg,churros,Mexican,mixed,baked,bootstrapped_from_manifest
images/gnocchi/gnocchi_23116.jpg,gnocchi,Italian,mixed,mixed,bootstrapped_from_manifest
images/steak/steak_16278.jpg,steak,unknown,mixed,mixed,bootstrapped_from_manifest
images/pancakes/pancakes_31913.jpg,pancakes,American,mixed,baked,bootstrapped_from_manifest
images/falafel/falafel_20929.jpg,falafel,Mediterranean,plant,mixed,bootstrapped_from_manifest
images/garlic_bread/garlic_bread_32706.jpg,garlic bread,unknown,mixed,mixed,bootstrapped_from_manifest
images/chocolate_mousse/chocolate_mousse_61764.jpg,chocolate mousse,unknown,mixed,mixed,bootstrapped_from_manifest
images/ramen/ramen_10290.jpg,ramen,Japanese,mixed,stewed,bootstrapped_from_manifest
images/deviled_eggs/deviled_eggs_36978.jpg,deviled eggs,unknown,mixed,mixed,bootstrapped_from_manifest
images/pulled_pork_sandwich/pulled_pork_sandwich_10956.jpg,pulled pork sandwich,American,meat,mixed,bootstrapped_from_manifest
images/oysters/oysters_75165.jpg,oysters,unknown,mixed,mixed,bootstrapped_from_manifest
images/bread_pudding/bread_pudding_21365.jpg,bread pudding,unknown,mixed,mixed,bootstrapped_from_manifest
images/beef_carpaccio/beef_carpaccio_45460.jpg,beef carpaccio,unknown,meat,raw-citrus,bootstrapped_from_manifest
images/escargots/escargots_25155.jpg,escargots,French,mixed,mixed,bootstrapped_from_manifest
images/sashimi/sashimi_2589.jpg,sashimi,unknown,mixed,mixed,bootstrapped_from_manifest
images/baklava/baklava_29937.jpg,baklava,unknown,mixed,mixed,bootstrapped_from_manifest
images/chocolate_mousse/chocolate_mousse_61611.jpg,chocolate mousse,unknown,mixed,mixed,bootstrapped_from_manifest
images/poutine/poutine_9592.jpg,poutine,unknown,mixed,mixed,bootstrapped_from_manifest
images/lasagna/lasagna_40160.jpg,lasagna,Italian,mixed,simmered,bootstrapped_from_manifest
images/eggs_benedict/eggs_benedict_59434.jpg,eggs benedict,unknown,mixed,mixed,bootstrapped_from_manifest
images/deviled_eggs/deviled_eggs_36915.jpg,deviled eggs,unknown,mixed,mixed,bootstrapped_from_manifest
images/beignets/beignets_12440.jpg,beignets,unknown,mixed,mixed,bootstrapped_from_manifest
images/nachos/nachos_74440.jpg,nachos,Mexican,mixed,mixed,bootstrapped_from_manifest
images/guacamole/guacamole_41864.jpg,guacamole,Mexican,mixed,mixed,bootstrapped_from_manifest
images/beef_tartare/beef_tartare_5920.jpg,beef tartare,French,meat,raw-citrus,bootstrapped_from_manifest
images/spaghetti_carbonara/spaghetti_carbonara_49650.jpg,spaghetti carbonara,unknown,mixed,mixed,bootstrapped_from_manifest
images/paella/paella_15502.jpg,paella,unknown,mixed,mixed,bootstrapped_from_manifest
images/donuts/donuts_46599.jpg,donuts,unknown,mixed,mixed,bootstrapped_from_manifest
images/greek_salad/greek_salad_6545.jpg,greek salad,Mediterranean,plant,mixed,bootstrapped_from_manifest
images/huevos_rancheros/huevos_rancheros_66837.jpg,huevos rancheros,unknown,mixed,mixed,bootstrapped_from_manifest
images/carrot_cake/carrot_cake_19762.jpg,carrot cake,unknown,mixed,baked,bootstrapped_from_manifest
images/strawberry_shortcake/strawberry_shortcake_42004.jpg,strawberry shortcake,unknown,mixed,baked,bootstrapped_from_manifest
images/bruschetta/bruschetta_53103.jpg,bruschetta,Italian,mixed,mixed,bootstrapped_from_manifest
images/hummus/hummus_38712.jpg,hummus,Mediterranean,plant,mixed,bootstrapped_from_manifest
images/beet_salad/beet_salad_33147.jpg,beet salad,unknown,plant,mixed,bootstrapped_from_manifest
images/cheesecake/cheesecake_70959.jpg,cheesecake,unknown,mixed,baked,bootstrapped_from_manifest
images/eggs_benedict/eggs_benedict_59609.jpg,eggs benedict,unknown,mixed,mixed,bootstrapped_from_manifest
images/lobster_roll_sandwich/lobster_roll_sandwich_73608.jpg,lobster roll sandwich,unknown,mixed,mixed,bootstrapped_from_manifest
images/panna_cotta/panna_cotta_4619.jpg,panna cotta,Italian,mixed,baked,bootstrapped_from_manifest
images/nachos/nachos_74294.jpg,nachos,Mexican,mixed,mixed,bootstrapped_from_manifest
images/french_onion_soup/french_onion_soup_44600.jpg,french onion soup,unknown,mixed,stewed,bootstrapped_from_manifest
images/crab_cakes/crab_cakes_14201.jpg,crab cakes,unknown,mixed,baked,bootstrapped_from_manifest
images/club_sandwich/club_sandwich_19216.jpg,club sandwich,American,mixed,mixed,bootstrapped_from_manifest
images/poutine/poutine_9121.jpg,poutine,unknown,mixed,mixed,bootstrapped_from_manifest
images/cheesecake/cheesecake_70725.jpg,cheesecake,unknown,mixed,baked,bootstrapped_from_manifest
images/crab_cakes/crab_cakes_13682.jpg,crab cakes,unknown,mixed,baked,bootstrapped_from_manifest
images/gnocchi/gnocchi_22763.jpg,gnocchi,Italian,mixed,mixed,bootstrapped_from_manifest
images/pork_chop/pork_chop_3702.jpg,pork chop,unknown,meat,mixed,bootstrapped_from_manifest
images/gyoza/gyoza_47533.jpg,gyoza,Japanese,mixed,mixed,bootstrapped_from_manifest
images/chicken_wings/chicken_wings_22259.jpg,chicken wings,unknown,meat,mixed,bootstrapped_from_manifest
images/pho/pho_69371.jpg,pho,Vietnamese,mixed,stewed,bootstrapped_from_manifest
images/foie_gras/foie_gras_6818.jpg,foie gras,French,mixed,mixed,bootstrapped_from_manifest
images/gyoza/gyoza_47902.jpg,gyoza,Japanese,mixed,mixed,bootstrapped_from_manifest
images/apple_pie/apple_pie_13104.jpg,apple pie,unknown,mixed,baked,bootstrapped_from_manifest
images/onion_rings/onion_rings_34060.jpg,onion rings,unknown,mixed,mixed,bootstrapped_from_manifest
images/churros/churros_536.jpg,churros,Mexican,mixed,baked,bootstrapped_from_manifest
images/cup_cakes/cup_cakes_60326.jpg,cup cakes,unknown,mixed,baked,bootstrapped_from_manifest
images/caesar_salad/caesar_salad_38220.jpg,caesar salad,unknown,plant,mixed,bootstrapped_from_manifest
images/prime_rib/prime_rib_70152.jpg,prime rib,unknown,mixed,roasted,bootstrapped_from_manifest
images/fish_and_chips/fish_and_chips_39377.jpg,fish and chips,unknown,seafood,mixed,bootstrapped_from_manifest
images/shrimp_and_grits/shrimp_and_grits_54700.jpg,shrimp and grits,unknown,seafood,mixed,bootstrapped_from_manifest
images/breakfast_burrito/breakfast_burrito_62882.jpg,breakfast burrito,unknown,mixed,mixed,bootstrapped_from_manifest
images/gnocchi/gnocchi_22925.jpg,gnocchi,Italian,mixed,mixed,bootstrapped_from_manifest
images/risotto/risotto_14347.jpg,risotto,Italian,mixed,simmered,bootstrapped_from_manifest
images/huevos_rancheros/huevos_rancheros_66914.jpg,huevos rancheros,unknown,mixed,mixed,bootstrapped_from_manifest
images/pad_thai/pad_thai_8934.jpg,pad thai,Thai,mixed,mixed,bootstrapped_from_manifest
images/pad_thai/pad_thai_8556.jpg,pad thai,Thai,mixed,mixed,bootstrapped_from_manifest
images/bruschetta/bruschetta_52890.jpg,bruschetta,Italian,mixed,mixed,bootstrapped_from_manifest
